83	  28.43	   9.96	  -0.34	  90.00	 424.00
84	  72.20	   4.83	   0.70	 422.00	 247.00
85	  77.74	  17.66	  -0.38	 320.00	 315.00
86	  62.78	  29.80	   0.50	 226.00	 137.00
87	  73.74	  10.12	  -0.61	 227.00	 344.00
88	  67.40	  12.53	   0.73	 423.00	 398.00
89	  72.22	  10.46	   0.39	 421.00	 213.00
90	  46.03	  14.32	   0.34	 360.00	 281.00
91	  27.02	  10.37	  -0.42	 122.00	  85.00
92	 100.07	  52.25	  -0.48	 327.00	 129.00
93	  63.09	  14.16	  -0.71	 292.00	 224.00
94	  24.81	  11.93	   0.50	 235.00	 266.00
95	  64.44	   9.27	  -0.46	 410.00	 297.00
96	  67.47	   8.63	   0.33	 213.00	 384.00
97	  68.77	  10.19	  -0.27	 270.00	 248.00
98	  37.52	  18.28	   0.52	 288.00	 386.00
99	  72.52	  12.64	   0.39	 168.00	 282.00
100	  31.50	  14.38	  -0.61	 149.00	 250.00
101	  80.90	  38.99	  -0.77	 323.00	 202.00
102	  51.72	   9.56	   0.16	 168.00	  90.00
103	  85.11	  25.69	   0.26	 298.00	 325.00
104	  26.70	   9.44	  -0.63	 382.00	 432.00
105	  67.98	  15.54	  -0.66	 289.00	 359.00
106	  69.28	  30.24	  -0.74	 186.00	 416.00
107	  57.34	  10.30	  -0.43	 266.00	 251.00
108	  83.49	   8.73	   0.52	 108.00	 249.00
109	  29.38	   9.56	  -0.65	 377.00	 290.00
110	  23.92	  11.09	   0.18	 164.00	 133.00
111	  59.24	  13.26	  -0.59	 126.00	 287.00
112	  31.81	  15.15	  -0.63	 103.00	 383.00
113	  53.33	  13.83	  -0.19	 378.00	 224.00
114	  69.98	  12.92	  -0.62	 284.00	 252.00
115	  70.06	  20.94	  -0.69	 385.00	 394.00
116	  70.17	   9.90	  -0.06	 243.00	 226.00
117	  23.06	   8.79	  -0.21	 257.00	 153.00
118	  55.56	  10.28	  -0.79	 203.00	 421.00
119	  77.22	  11.94	   0.55	 334.00	 193.00
120	  28.26	  11.95	   0.57	 132.00	 129.00
121	  74.84	  10.58	  -0.49	 393.00	  85.00
122	  23.18	  10.39	  -0.52	 338.00	 206.00
123	  78.66	  50.50	  -0.70	 115.00	 217.00
124	  30.88	  13.24	  -0.35	 246.00	 433.00
125	  23.71	  13.36	  -0.48	 211.00	 213.00
126	  56.89	  14.72	   0.36	 347.00	 431.00
127	  30.22	  11.87	  -0.36	 372.00	 273.00
128	  23.99	  11.39	  -0.59	 286.00	 140.00
129	  50.39	  12.46	  -0.19	 165.00	 350.00
130	  66.33	   9.81	  -0.64	 280.00	 163.00
131	  50.01	   7.96	  -0.70	 160.00	 310.00
132	  79.36	   9.96	   0.36	 279.00	 151.00
133	  73.63	  18.19	   0.38	 425.00	 186.00
134	  80.42	  33.72	   0.35	 396.00	 244.00
135	  33.22	   8.80	   0.79	  95.00	 254.00
136	  48.73	  20.39	  -0.21	 239.00	 209.00
137	  32.93	  17.46	   0.75	 402.00	 135.00
138	  86.09	  10.73	  -0.09	 210.00	 254.00
139	  45.81	   9.83	  -0.25	 142.00	 159.00
140	 103.82	  12.98	   0.60	 184.00	 290.00
141	  57.75	  10.06	   0.70	 408.00	 238.00
142	  65.80	  28.38	  -0.66	 110.00	 400.00
143	  26.73	  13.34	  -0.25	 137.00	 230.00
144	  54.45	  32.39	   0.23	 368.00	 421.00
145	  76.48	  10.68	  -0.33	 182.00	 275.00
146	  55.28	  10.20	  -0.69	 169.00	 261.00
147	  85.62	  24.57	   0.49	 272.00	 374.00
148	  30.23	  16.38	  -0.39	 366.00	 354.00
149	  50.88	  19.48	  -0.54	 244.00	 145.00
150	  31.50	  14.10	  -0.62	 185.00	 418.00
tr
