77	  71.59	  36.41	  -1.26	 210.81	 223.63
78	  81.56	  89.48	  -0.42	 238.49	 242.60
79	  77.76	  47.55	  -0.25	 158.93	 330.19
80	  44.44	  40.48	   0.29	 175.07	 285.72
81	  58.38	  43.92	  -0.23	  87.64	 327.15
82	  63.44	  41.56	  -0.58	 111.84	 329.53
83	  76.58	  43.42	   1.14	 224.10	 274.63
84	  41.53	  43.03	  -0.87	  91.65	  78.56
85	  41.82	  49.81	   0.47	  35.75	  38.82
86	  60.65	  65.91	  -0.33	 253.46	 238.49
87	  61.49	  61.07	  -1.40	 359.29	 181.25
88	  42.53	  32.15	  -0.63	  78.15	 155.92
89	  53.81	  56.05	   0.19	 100.92	 142.75
90	  44.46	  51.88	   1.02	  87.86	 234.32
91	  59.70	  49.33	  -0.69	  59.30	  46.74
92	  47.62	  50.52	   0.39	 184.63	 224.36
93	  90.95	  63.99	  -1.53	 125.72	 140.58
94	  40.54	  50.17	  -0.33	 325.10	  75.53
95	  56.60	  27.76	   0.26	 144.44	 262.64
96	  93.55	  55.66	  -1.19	 228.63	 170.99
97	  55.60	  40.50	  -1.61	  73.40	 337.96
98	  77.71	  72.78	   0.56	 107.36	  63.41
99	  33.15	  37.37	  -0.54	  38.62	 342.91
100	  54.14	  52.01	  -0.33	  75.27	 287.11
101	  59.68	  58.69	   0.72	  54.40	  91.68
102	  82.16	  59.09	  -0.10	 121.66	  53.36
103	  61.73	  53.45	  -0.46	 233.58	 341.75
104	  59.93	  48.39	   0.20	 100.97	  31.93
105	  44.44	  35.70	   1.76	 147.34	 304.92
106	  38.54	  36.24	  -0.60	  66.14	 306.23
107	  65.88	  29.16	  -0.40	 356.52	  75.27
108	  41.33	  46.97	   1.38	  99.96	 226.13
109	  70.42	  32.24	   0.19	 110.43	 200.77
110	  48.11	  37.05	   0.56	  57.01	 169.67
111	  94.93	  66.52	  -1.32	 147.58	 214.32
112	  36.90	  35.27	   0.67	 149.71	 223.29
113	  47.01	  44.03	   0.78	  71.57	 324.27
114	  47.39	  33.80	   1.04	 197.68	  98.59
115	  60.60	  44.05	   0.15	 265.56	 204.00
116	  70.44	  70.09	  -1.17	 226.15	 144.86
117	  36.99	  35.72	  -0.39	  54.83	 129.66
118	  77.22	  49.62	  -0.34	 201.95	 349.81
119	  76.09	  45.04	   1.66	 112.70	 192.48
120	  85.35	  79.52	   0.83	 114.72	 344.90
121	  59.79	  50.52	   1.29	 101.14	 180.78
122	  81.19	  52.35	  -1.67	  64.58	 126.65
123	  43.84	  49.09	   1.45	  73.70	 187.62
124	  84.68	  71.72	  -0.10	 147.96	 206.28
125	  93.88	  48.22	  -0.22	  86.63	 188.66
126	  62.99	  51.72	  -0.82	  90.55	 226.92
127	  53.51	  47.10	   1.07	 201.42	 253.58
128	  52.01	  35.24	  -0.53	 102.62	 256.35
129	  66.16	  86.11	  -0.64	 140.14	 308.16
130	  64.37	  72.80	   1.77	 165.54	 278.91
131	  69.48	  55.75	  -1.27	 158.47	  96.01
132	  37.94	  34.56	   0.68	 152.75	 293.48
133	  51.82	  52.74	   0.17	  79.78	 273.40
134	  35.22	  39.12	   0.45	  55.86	 103.44
135	  46.42	  40.21	   0.59	 197.52	 106.26
136	  58.64	  28.10	   1.12	  72.60	 192.04
137	  55.05	  42.32	  -0.45	  72.36	  87.86
138	  58.15	  58.50	   2.01	 303.58	 273.43
139	  40.19	  45.37	   1.58	 242.34	 130.58
140	  35.33	  44.72	   0.18	 247.85	 321.07
141	  59.25	  36.94	   0.90	 180.93	 126.19
142	  94.03	  48.80	  -1.41	 298.44	 200.25
143	  46.07	  48.65	   1.16	 277.21	 138.64
144	  45.26	  35.18	   1.37	  66.82	  56.96
145	  65.10	  55.27	   0.46	  81.85	  76.53
146	  91.57	  66.00	  -0.15	 105.13	 255.91
147	  45.35	  44.98	  -0.51	  60.03	 108.93
148	  72.86	  76.36	   1.53	 220.54	 118.22
149	  44.01	  28.19	   0.79	  52.86	 272.30
150	  40.69	  35.31	  -1.99	 173.00	 210.24
tr
