120	  42.91	  18.59	   0.55	 464.53	 416.68
121	  87.76	  25.58	   0.24	  92.57	 331.47
122	  36.51	  21.10	  -0.70	  47.87	 360.06
123	  67.22	  35.03	  -1.72	 474.18	  92.07
124	  48.76	  16.71	   0.96	 253.81	 197.52
125	  34.82	  16.67	   0.39	  69.16	 167.66
126	  53.69	  40.34	   0.31	  74.13	 181.90
127	  24.40	  14.50	   0.44	 207.15	 473.90
128	  56.88	  24.10	  -0.09	 201.60	  39.98
129	  74.98	  27.58	   0.07	 355.18	  88.30
130	  65.45	  28.01	   0.50	 256.60	 246.17
131	  32.93	  25.01	  -1.19	 348.82	 467.13
132	  57.72	  40.96	   0.15	 262.64	  42.79
133	  42.07	  22.47	  -1.28	 269.97	 334.59
134	  70.49	  22.23	   0.06	 130.72	  46.83
135	  49.29	  33.28	   0.31	  59.33	 454.29
136	  54.61	  19.27	   1.23	 164.32	 249.26
137	  75.44	  24.48	   0.10	  73.15	 185.48
138	  29.76	  18.44	   0.22	  76.35	 398.22
139	  53.80	  33.94	   0.86	 111.05	 276.07
140	  31.03	  17.02	  -0.09	 337.63	 145.43
141	  55.30	  24.64	   1.16	 418.14	 157.49
142	  55.88	  22.91	  -0.02	 328.45	 177.40
143	  42.70	  18.11	   0.90	 248.95	 362.04
144	  38.87	  20.26	   1.88	 154.87	 358.79
145	  75.75	  30.79	   1.15	 205.33	 437.19
146	  36.32	  21.22	  -0.45	 422.96	 266.78
147	  65.38	  15.57	   0.58	 394.06	 328.05
148	  32.81	  16.42	  -0.32	 170.24	 451.12
149	  42.87	  27.60	  -0.91	 442.45	 203.25
150	  36.02	  14.70	   0.23	 126.18	 263.88
tr
